-1812	-102	-2799	2753	3271	-605	-2299	-7448	
-1790	-138	-2765	2496	3269	-670	-2231	-9536	
-1788	-119	-3002	857	3274	-607	-1579	-3228	
-1831	-127	-3163	-906	3317	-483	-1126	2195	
-1835	-184	-3171	-1519	3323	-513	-1201	2037	
-1845	-139	-3241	-1672	3301	-449	-850	3087	
-1849	-105	-2962	-342	3316	-567	-1144	2235	
-1830	-131	-3015	38	3252	-522	-1208	-508	
-1840	-150	-3386	-1958	3294	-534	-1667	-1345	
-1831	-157	-3427	-2332	3336	-618	-1481	-2674	
-1801	-126	-3181	-1304	3274	-592	-1891	-3768	
-1833	-127	-3045	-727	3199	-567	-1869	-4749	
-1813	-142	-3157	169	3320	-508	-849	1961	
-1813	-140	-3127	-599	3308	-433	-439	7021	
-1897	-106	-2946	86	3316	-527	-1170	2723	
-1851	-125	-3033	-69	3319	-587	-1867	-3202	
-1789	-90	-3113	13	3276	-648	-1797	-5959	
-1831	-171	-3264	-1429	3285	-439	-595	2441	
-1855	-167	-3370	-2637	3322	-503	-431	7094	
-1848	-174	-3507	-3191	3327	-497	-1062	2161	
-1853	-213	-3633	-3570	3205	-487	-761	1675	
-1856	-202	-3763	-4120	3340	-509	-915	1144	
-1813	-158	-3607	-3498	3338	-447	-830	2195	
-1853	-154	-3456	-1301	3311	-532	-1549	-2496	
-1811	-162	-3142	522	3231	-655	-2665	-9063	
-1740	-83	-3025	1945	3316	-714	-3170	-13769	
-1749	-110	-3002	1320	3238	-620	-2488	-8832	
-1786	-132	-3162	409	3260	-667	-1981	-3683	
-1793	-154	-2951	964	3280	-611	-1933	-1724	
-1820	-126	-2880	1451	3262	-631	-1789	-1237	
-1830	-151	-3089	-128	3237	-597	-1693	415	
-1808	-150	-3186	-600	3280	-540	-1361	1748	
-1872	-165	-3469	-2540	3371	-495	-615	7001	
-1877	-191	-3353	-2275	3313	-523	-495	8373	
-1860	-151	-3531	-2784	3331	-423	-609	6053	
-1899	-119	-3509	-3015	3355	-516	-1357	625	
-1835	-155	-3086	-496	3188	-605	-1797	-4251	
-1786	-101	-2615	2839	3231	-776	-3456	-13080	
-1771	-78	-2517	4187	3131	-870	-4167	-19395	
-1732	-62	-2493	3931	3265	-772	-3943	-16474	
-1707	-136	-2920	1326	3282	-849	-3828	-12774	
-1793	-98	-2950	-778	3180	-806	-3516	-7818	
-1788	-98	-2865	174	3329	-672	-2557	-1420	
-1797	-131	-2984	-852	3309	-672	-2653	1421	
-1856	-99	-2718	29	3294	-718	-3403	-3512	
-1766	-61	-2882	-69	3299	-727	-3219	-4090	
-1786	-62	-2858	-119	3311	-783	-2915	-2736	
-1843	-95	-3029	-1305	3282	-700	-2740	59	
-1789	-111	-3078	-1438	3317	-646	-2053	3811	
-1832	-146	-3056	-2027	3345	-630	-1413	8300	
-1905	-158	-3286	-2623	3317	-706	-2233	2556	
-1805	-112	-3293	-2939	3311	-597	-2005	1663	
-1808	-112	-3115	-1481	3347	-746	-2819	-2955	
-1820	-100	-3035	16	3251	-748	-3058	-6732	
-1748	-97	-3085	-563	3289	-865	-3470	-8432	
-1786	-98	-3315	-1959	3310	-803	-3034	-4758	
-1795	-142	-3347	-2417	3282	-695	-2225	-965	
-1786	-151	-3579	-4147	3310	-577	-661	11382	
-1883	-166	-3420	-3130	3302	-602	-1056	10770	
-1870	-134	-3393	-1135	3238	-570	-742	9082	
-1902	-108	-3760	-3414	3321	-558	-1168	5733	
-1873	-171	-3884	-3924	3343	-623	-1089	3137	
-1838	-190	-4039	-4935	3301	-506	-384	7723	
-1914	-200	-4054	-5018	3316	-484	-159	8150	
-1875	-178	-3715	-2717	3377	-613	-1046	2303	
-1833	-147	-3683	-1414	3337	-597	-1277	-1135	
-1844	-133	-3430	741	3262	-655	-2462	-9473	
-1733	-95	-3295	1692	3256	-765	-2804	-11242	
-1743	-131	-3169	2236	3215	-776	-3218	-13442	
-1773	-125	-3387	590	3230	-762	-3150	-10836	
-1720	-90	-3278	410	3288	-822	-3315	-9559	
-1777	-150	-3192	914	3211	-759	-3118	-7617	
-1805	-82	-3475	-1245	3317	-693	-2810	-3679	
-1781	-116	-3414	-1012	3212	-714	-2732	-2369	
-1822	-122	-3427	-853	3299	-720	-2447	-250	
-1815	-113	-3524	-973	3219	-782	-2296	-571	
-1808	-131	-3463	-1793	3229	-634	-1518	5524	
-1865	-147	-3574	-2247	3333	-662	-1555	5385	
-1830	-139	-3615	-2215	3282	-671	-1905	2603	
-1833	-119	-3578	-2076	3292	-663	-1934	866	
-1835	-116	-3364	-338	3295	-774	-2796	-4379	
-1781	-132	-3158	925	3367	-784	-2765	-5031	
-1797	-95	-3161	1365	3239	-867	-3746	-10689	
-1772	-174	-3532	-896	3243	-853	-3378	-9280	
-1749	-134	-3515	-2214	3229	-851	-3414	-6720	
-1837	-114	-3736	-2826	3284	-770	-2886	-2996	
-1831	-165	-3734	-2949	3201	-806	-2944	-1777	
-1798	-153	-3651	-2635	3342	-841	-2648	-1318	
-1854	-199	-3990	-3687	3345	-631	-1512	7090	
-1896	-204	-4063	-4092	3252	-667	-1826	5350	
-1841	-223	-4278	-4761	3237	-672	-1466	6216	
-1908	-211	-4070	-4106	3334	-797	-3006	-2715	
-1818	-135	-3762	-1302	3343	-829	-3295	-8437	
-1770	-215	-3728	-246	3345	-808	-2995	-6719	
