-1488	-159	-5747	-10199	2967	-637	430	15751
-1472	-62	-4859	-3092	2910	-582	-111	13279
-1502	-19	-4034	3945	2730	-618	81	8907
-1415	114	-2932	11367	2731	-680	17	6642
-1433	182	-2185	16383	2727	-714	-642	2247
-1405	189	-2058	15784	2663	-785	-1145	-3516
-1392	265	-2445	10859	2799	-808	-1405	-6252
-1374	138	-3087	4360	2881	-685	-466	9
-1376	100	-3445	-1261	2795	-753	-1192	-790
-1438	47	-3841	-4290	2833	-791	-1448	-4379
-1396	34	-4155	-5945	2758	-719	-960	-725
-1403	1	-4442	-7465	2867	-775	-1036	-629
-1421	73	-3909	-4760	2794	-685	-1257	-1833
-1349	53	-3999	-2444	2835	-790	-1830	-4739
-1389	65	-3805	-1205	2815	-735	-1513	-4137
-1376	37	-3739	-1329	2724	-798	-1831	-4869
-1424	-18	-4083	-2536	2856	-733	-1258	-2018
-1401	-26	-4575	-5806	2896	-550	309	10199
-1456	33	-4424	-5294	2814	-663	-343	7932
-1469	-91	-4718	-5335	2771	-571	336	9667
-1419	-52	-4751	-5671	2840	-427	1215	13065
-1493	-79	-4861	-5839	2854	-513	1147	11720
-1469	-103	-5192	-7246	2876	-485	1319	12313
-1525	-111	-5358	-7801	2835	-419	1648	10657
-1493	-148	-5305	-7159	2761	-351	2033	11593
-1468	-119	-5274	-6177	2916	-438	1369	8107
-1500	-135	-5241	-4464	2797	-421	1363	4315
-1436	-137	-5167	-3971	2902	-425	1407	5114
-1459	-79	-4827	-1969	2807	-477	527	-1349
-1380	-78	-4622	219	2764	-636	-631	-9155
-1395	-72	-4499	1512	2809	-585	-881	-12013
-1304	-143	-5075	-1833	2725	-654	-785	-9138
-1382	-175	-5509	-5214	2835	-672	-1191	-8846
-1350	-166	-5534	-7096	2823	-683	-1923	-12756
-1361	-218	-5827	-7878	2707	-634	-1353	-8419
-1395	-237	-6111	-8910	2782	-624	-1537	-6475
-1395	-273	-6319	-9039	2866	-675	-939	-2227
-1461	-335	-6214	-8033	2796	-690	-1088	-1960
-1393	-282	-5986	-6236	2707	-655	-1357	-2473
-1429	-229	-5638	-3163	2739	-658	-1257	-1576
-1404	-146	-5056	918	2827	-694	-1658	-2012
-1449	-119	-4554	5157	2771	-627	-1428	-3411
-1358	-98	-4358	5638	2815	-610	-1165	390
-1434	-110	-3997	6674	2707	-621	-777	2688
-1421	-65	-3671	7492	2751	-658	-1350	-349
-1462	-67	-3535	6777	2723	-548	-972	-725
-1377	-95	-4000	3759	2835	-495	483	9309
-1457	-93	-3770	2647	2837	-471	673	11347
-1455	-23	-3603	2673	2889	-520	-192	6828
-1487	-15	-3523	3064	2735	-507	-470	1090
-1418	-15	-3275	3603	2782	-536	-301	1674
-1421	-49	-3222	3772	2811	-551	-358	-250
-1412	-14	-3290	2323	2781	-529	89	2402
-1442	-23	-3226	1903	2802	-527	-326	1831
-1436	-6	-3287	1491	2751	-558	-426	-146
-1397	-31	-3575	-883	2890	-439	470	4851
-1451	-43	-3495	-1198	2865	-420	345	5299
-1409	-53	-3640	-2609	2928	-462	340	4124
-1451	-105	-4189	-4912	2814	-343	1409	9660
-1459	-113	-4549	-7536	2862	-192	2128	13622
-1523	-148	-4474	-6446	2840	-238	2468	15391
-1460	-119	-4272	-4763	2826	-211	2323	12724
-1481	-154	-4265	-3447	2834	-231	2411	11334
-1467	-122	-4398	-3714	2848	-217	2300	9106
-1478	-178	-4501	-3590	2886	-191	2071	5066
-1457	-187	-4356	-2642	2723	-243	1860	2595
-1429	-189	-4391	-3084	2845	-255	1513	371
-1428	-95	-4318	-2276	2905	-314	718	-3898
-1370	-110	-4068	-365	2936	-359	521	-5583
-1409	-143	-4152	-490	2811	-359	489	-4234
-1376	-134	-4062	-387	2860	-402	-458	-8738
-1398	-156	-4243	-1093	2822	-439	-419	-8836
-1330	-154	-4344	-2416	2808	-422	-844	-9372
-1375	-202	-4579	-3805	2831	-474	-522	-6510
-1389	-221	-4770	-4976	2837	-500	-1062	-6346
-1401	-215	-4962	-5955	2822	-459	-1047	-6992
-1416	-239	-5332	-7496	2809	-424	-123	-279
-1427	-332	-6017	-10989	2921	-169	1074	9917
-1550	-434	-6877	-15275	2886	-139	2184	15530
-1531	-490	-7204	-17329	2911	-189	1787	14624
-1502	-478	-6652	-13215	2887	-355	178	1732
-1484	-446	-6309	-8168	2887	-513	-1209	-9902
-1353	-366	-6140	-5095	2711	-475	-1508	-12965
-1383	-351	-5724	-1493	2816	-582	-2223	-15373
-1341	-303	-5688	-271	2799	-579	-2379	-14725
-1373	-310	-5257	1619	2754	-528	-2490	-13241
-1370	-278	-5021	3059	2791	-447	-1461	-5386
-1398	-257	-4301	6375	2739	-519	-1560	-2267
-1450	-256	-4113	7037	2734	-487	-1401	-1050
-1430	-222	-4250	5362	2784	-470	-1094	2419
-1457	-267	-4545	2295	2807	-477	-1101	2176
-1427	-268	-4703	-580	2784	-327	237	8629
-1529	-243	-4404	-581	2779	-302	150	9209
-1429	-207	-4136	1006	2878	-379	-419	4693
-1468	-232	-4107	1908	2835	-359	-571	1484
-1425	-268	-4264	335	2863	-371	-673	421
-1461	-231	-4118	515	2840	-498	-1648	-4813
-1383	-190	-4010	1420	2855	-563	-2232	-9910
-1376	-190	-3565	3051	2775	-680	-2871	-12505
-1333	-86	-3107	5797	2720	-662	-3163	-14815
-1344	-89	-2765	7700	2721	-734	-3372	-13381
-1345	-89	-2351	8463	2817	-741	-4167	-16006
-1308	-34	-1809	10719	2655	-782	-4278	-15564
-1334	13	-1762	10473	2643	-816	-3983	-11740
-1295	32	-1941	8321	2739	-810	-3864	-9114
-1374	-55	-2348	3565	2771	-742	-3806	-7105
-1356	-38	-2825	-1180	2772	-671	-3414	-2760
-1412	-95	-3102	-3262	2708	-686	-3333	-1684
-1415	-155	-3551	-6649	2874	-695	-2684	2148
-1427	-192	-3711	-7028	2843	-623	-1985	6694
-1481	-203	-3791	-6512	2795	-691	-2809	3593
-1423	-141	-3733	-4872	2804	-642	-2871	-131
-1426	-151	-3687	-3674	2854	-632	-2701	-1328
-1409	-152	-3798	-3212	2801	-555	-1687	4674
-1500	-213	-3883	-3992	2779	-471	-726	11478
-1467	-239	-4263	-5579	2747	-439	-282	15267
-1506	-179	-3977	-4671	2844	-532	-1093	7425
-1469	-243	-4205	-4391	2839	-537	-1323	3365
-1457	-231	-4708	-6503	2904	-462	-968	2837
-1463	-241	-4740	-7293	2825	-433	-974	4019
-1437	-269	-4962	-7505	2808	-451	-695	4300
-1514	-350	-5130	-8310	2848	-511	-1229	1823
-1404	-311	-5232	-8157	2855	-437	-808	2207
-1461	-349	-5176	-6486	2851	-471	-515	3405
-1456	-333	-5218	-5446	2880	-498	-795	2347
-1481	-263	-4865	-3211	2787	-480	-1130	-1161
-1433	-301	-4807	-1883	2831	-532	-1241	-2169
-1417	-317	-4867	-2095	2793	-487	-1333	-2346
-1471	-269	-4955	-2796	2863	-464	-1209	-2213
-1382	-315	-5095	-3062	2899	-431	-830	1532
-1466	-383	-5169	-3748	2869	-366	-289	5149
-1476	-368	-5287	-4296	2836	-423	-290	4277
-1513	-363	-5099	-4085	2831	-471	-1210	202
-1403	-328	-4922	-2306	2868	-456	-1136	-2230
-1433	-365	-5054	-2316	2846	-464	-531	1619
-1442	-366	-4872	-1343	2877	-388	-35	4792
-1501	-309	-4405	870	2722	-464	-1109	-1329
-1380	-255	-4198	3012	2847	-475	-976	-2575
-1420	-225	-3919	4011	2794	-463	-1475	-4081
-1399	-214	-4059	3036	2803	-558	-1896	-7018
-1429	-272	-4190	1340	2847	-578	-1574	-5486
-1425	-339	-4327	-109	2689	-443	-701	1062
-1437	-315	-4103	-742	2830	-454	-758	3839
-1465	-183	-3862	1176	2816	-461	-1205	-559
-1389	-270	-4213	-47	2788	-432	-342	2539
-1461	-306	-4106	-1468	2835	-395	-815	2108
-1433	-307	-4127	-1057	2787	-393	-131	5253
-1500	-255	-4085	-739	2846	-291	329	8084
-1468	-255	-3890	-669	2848	-335	384	8451
-1477	-302	-3924	-138	2849	-305	-48	4155
-1469	-226	-3847	-450	2788	-367	-167	1857
-1457	-246	-3722	333	2932	-342	-247	317
-1456	-245	-3721	987	2732	-291	739	5831
-1453	-258	-3764	273	2783	-393	-109	3655
-1497	-218	-3911	-878	2808	-307	98	1356
-1408	-265	-3811	-946	2832	-439	-1178	-5134
-1401	-267	-4145	-2173	2805	-511	-1658	-9723
-1397	-319	-4342	-3733	2852	-518	-1594	-8978
-1374	-243	-4209	-3787	2907	-560	-2014	-9920
-1390	-314	-4369	-3750	2933	-485	-1510	-5360
-1383	-261	-4186	-2057	2795	-499	-1877	-5531
-1448	-340	-4181	-2579	2846	-606	-2231	-6419
-1349	-285	-3871	-568	2809	-666	-2910	-10781
-1378	-203	-3391	2555	2817	-535	-2808	-9659
-1368	-290	-3659	2351	2815	-576	-2282	-3306
-1462	-193	-3378	1891	2759	-557	-2293	-2728
-1429	-227	-3465	1940	2804	-614	-2252	-3335
-1424	-278	-4121	-2449	2874	-404	-1017	4700
-1500	-313	-4180	-4464	2898	-501	-1657	3970
-1464	-287	-3991	-2945	2871	-571	-2195	-1771
-1417	-238	-4058	-2364	2859	-476	-1899	-1649
-1443	-318	-4365	-4038	2850	-570	-1916	-528
-1425	-343	-4464	-4950	2848	-615	-2062	-2357
-1446	-371	-4572	-5421	2823	-538	-2186	-2776
-1413	-279	-4507	-4442	2818	-519	-2285	-2929
-1428	-319	-4103	-2101	2787	-617	-2229	-2920
-1437	-272	-3994	73	2845	-507	-1504	1908
-1436	-215	-3728	1671	2810	-494	-1310	3456
-1493	-247	-3483	3052	2784	-587	-1848	346
-1398	-203	-3227	4246	2836	-524	-1779	-770
-1429	-214	-3137	4329	2879	-488	-1268	2679
-1433	-204	-3052	3893	2826	-546	-1363	2823
-1469	-175	-2952	3980	2802	-602	-1804	-1252
-1429	-148	-2895	4033	2831	-527	-1989	-4021
-1409	-231	-3126	1735	2750	-465	-1173	1218
-1448	-158	-3337	-830	2841	-450	-810	5419
-1461	-247	-3691	-2684	2891	-350	-114	8576
-1488	-231	-3559	-2495	2880	-455	-786	4481
-1451	-238	-3773	-3579	2855	-380	-672	3537
-1501	-293	-3824	-4113	2797	-438	-582	3279
-1404	-261	-3889	-4179	2873	-456	-1350	-1092
-1446	-325	-4018	-4027	2840	-504	-1499	-4930
-1397	-262	-4212	-4859	2843	-483	-1143	-2185
-1424	-337	-4594	-6362	2844	-392	-55	5762
-1488	-345	-4727	-7349	2907	-293	413	9526
-1481	-344	-4655	-6507	2869	-247	441	9252
-1547	-365	-4776	-5906	2804	-202	1054	10724
-1473	-393	-4844	-5486	2835	-145	1769	16027
-1522	-370	-4690	-4231	2880	-322	214	4980
-1484	-326	-4738	-3953	2846	-422	-765	-5573
-1450	-374	-4611	-3220	2840	-439	-1097	-8290
-1382	-381	-4653	-2079	2887	-482	-1677	-10297
-1384	-345	-4750	-2030	2864	-403	-1045	-6505
-1430	-371	-4774	-3015	2887	-449	-1041	-3876
-1409	-379	-4587	-2522	2821	-511	-1688	-5977
-1429	-398	-4820	-2524	2842	-374	-225	1529
-1449	-365	-4713	-3029	2939	-343	-243	5489
-1523	-414	-4808	-2960	2836	-347	-251	4030
-1457	-405	-4890	-2871	2861	-370	-250	2933
-1460	-395	-5006	-3719	2915	-247	214	5112
-1486	-412	-4893	-2840	2749	-258	617	6937
-1454	-433	-5219	-4564	2875	-127	1218	10121
-1521	-461	-5216	-5004	2899	-165	952	7659
-1528	-515	-5743	-7416	2988	-212	1209	8704
-1510	-526	-5738	-8274	2781	-192	1068	6638
-1519	-488	-5473	-5372	2915	-235	678	2968
-1472	-486	-5271	-3033	2835	-203	751	1822
-1519	-479	-5223	-2315	2836	-106	1619	6637
-1510	-455	-5325	-2676	2922	-12	2248	10997
-1519	-551	-5632	-4198	3015	-65	2439	13242
-1555	-557	-5597	-4529	2845	-109	1570	5460
-1456	-507	-5436	-3270	2876	-115	1359	2928
-1500	-479	-5155	-1220	2875	-68	1403	1313
-1457	-488	-5510	-2967	2920	-29	1669	3024
-1532	-547	-5689	-3971	2931	-55	1912	4672
-1450	-551	-5669	-4737	2959	-68	1169	942
-1481	-541	-5678	-4203	2876	-135	905	-2436
-1448	-588	-5968	-5894	2904	-62	1011	-1100
-1520	-585	-6133	-6919	2838	1	1238	1351
-1456	-658	-6384	-7405	2903	-125	463	-2000
-1467	-644	-5976	-5894	2880	-311	-1055	-10704
-1400	-576	-5782	-3067	2850	-392	-1889	-18315
-1400	-586	-5675	-1813	2781	-375	-2131	-18233
-1389	-581	-5496	-443	2851	-461	-2935	-18891
-1356	-583	-5123	1280	2847	-472	-3026	-18032
-1414	-544	-4962	2263	2837	-367	-2525	-11884
-1380	-460	-4390	4587	2823	-435	-1800	-4771
-1438	-360	-3487	9665	2829	-466	-2822	-8398
-1385	-359	-3355	10582	2748	-433	-2600	-7348
-1420	-371	-3366	8508	2784	-488	-2472	-4934
-1400	-278	-2512	10881	2667	-577	-3147	-6909
-1423	-256	-2427	11339	2809	-536	-3279	-8456
-1370	-228	-2035	11503	2816	-502	-2641	-4986
-1449	-227	-2377	8243	2851	-330	-1320	4921
-1446	-286	-2981	2313	2840	-282	-871	11262
-1521	-341	-3216	-1925	2872	-311	-958	8532
-1488	-307	-3659	-4199	2852	-227	-845	6555
-1535	-376	-3911	-5861	2939	-229	-113	10271
-1533	-438	-4357	-8480	2940	-235	47	10998
-1521	-487	-4431	-8589	2867	-192	397	10885
-1537	-399	-4419	-7105	2904	-175	16	8628
-1489	-488	-4735	-7617	2945	-238	-223	4026
-1493	-511	-5253	-9526	2839	-210	-91	2717
-1485	-592	-5437	-10727	2903	-115	831	8367
-1565	-608	-5961	-11837	2975	-85	1159	10589
-1554	-624	-5735	-10315	2920	-118	621	7090
-1528	-574	-5587	-7803	2934	-159	382	2411
-1486	-635	-5501	-6131	2915	-205	345	1515
-1485	-559	-5426	-4039	2836	-187	-323	-1613
-1472	-510	-4791	-599	2734	-302	-642	-4964
-1421	-535	-4634	1335	2738	-343	-1806	-11279
-1453	-514	-4371	3383	2778	-433	-2303	-14818
-1339	-495	-4654	1637	2844	-360	-2235	-13708
-1410	-556	-4747	-904	2773	-431	-2317	-10100
-1429	-474	-4798	-1463	2889	-433	-2573	-9643
-1382	-491	-4510	-43	2880	-400	-2194	-7268
-1435	-515	-4437	127	2810	-425	-2379	-5579
-1413	-475	-4134	1304	2855	-467	-2323	-5007
-1476	-447	-3849	3230	2926	-423	-2377	-3930
-1400	-431	-3930	3019	2828	-335	-1704	-310
-1483	-492	-4091	486	2818	-351	-1469	3036
-1500	-489	-3941	742	2800	-385	-2069	-194
-1472	-430	-3640	1718	2782	-479	-2951	-7648
-1419	-363	-3312	3623	2807	-483	-2481	-4298
-1416	-416	-3205	4627	2835	-399	-1840	-356
-1495	-291	-3034	5136	2800	-338	-1168	5079
-1446	-264	-2440	6513	2776	-303	-1181	4343
-1493	-283	-2349	6858	2725	-343	-1203	4443
-1466	-292	-2388	6202	2789	-309	-717	6469
-1517	-301	-2579	3731	2890	-273	-579	6969
-1469	-311	-2681	1835	2859	-397	-1265	2823
-1460	-222	-2560	2424	2831	-320	-1457	-1170
-1444	-272	-2882	137	2803	-303	-1085	-405
-1454	-295	-3172	-2701	2886	-396	-1387	-511
-1477	-375	-3599	-5237	2823	-340	-1105	-879
-1429	-450	-3781	-6659	2895	-375	-1605	-1788
-1493	-432	-3930	-6410	2899	-406	-1493	-3322
-1450	-462	-4592	-9288	2923	-223	-667	2643
-1477	-452	-4750	-10244	2907	-187	-556	5320
-1524	-514	-4859	-9694	2891	-212	206	8325
-1485	-529	-4843	-8601	2903	-241	-39	8198
-1521	-516	-4749	-6487	2891	-245	-172	5054
-1488	-419	-4183	-2621	2891	-220	-423	1792
-1509	-446	-3979	82	2869	-277	-934	-1583
-1469	-438	-3743	2217	2860	-356	-1332	-4802
-1429	-385	-3504	3405	2795	-301	-1425	-5801
-1429	-311	-3314	4091	2748	-350	-1480	-4443
-1412	-336	-3304	3839	2839	-394	-1996	-6817
-1424	-346	-3190	3200	2735	-427	-1753	-6255
-1402	-307	-3099	3203	2697	-355	-1924	-5112
-1467	-242	-2686	5202	2916	-377	-1872	-4339
-1439	-278	-2589	5630	2838	-383	-1749	-2458
-1427	-346	-2975	2560	2850	-381	-1649	-1785
-1483	-344	-2951	845	2901	-317	-1213	1371
-1448	-324	-2879	1302	2921	-351	-1049	2059
-1485	-375	-2965	-245	2851	-286	-1004	3478
-1485	-258	-2999	-966	2799	-326	-1169	1860
-1436	-337	-3255	-1796	2864	-375	-1403	-601
-1474	-399	-3659	-4613	2923	-328	-1012	523
-1459	-470	-4231	-7748	2904	-198	-500	5423
-1545	-414	-4490	-8778	2912	-154	221	9846
-1480	-461	-4663	-9236	2938	-183	405	9589
-1533	-491	-4278	-6712	2962	-339	-1157	-594
-1471	-469	-4396	-4753	2811	-373	-1469	-5774
-1459	-479	-4585	-5572	2818	-229	-272	1314
-1473	-471	-4604	-5381	2867	-339	-970	-735
-1451	-518	-4692	-5262	2824	-370	-1708	-5980
-1457	-556	-5147	-6920	2987	-343	-1105	-2990
-1441	-567	-5409	-8585	2880	-310	-592	2049
-1511	-587	-5556	-8907	2956	-288	-849	1375
-1481	-607	-5821	-9355	2909	-311	-1301	-1173
-1529	-618	-5718	-8202	2890	-260	-1199	-2458
-1417	-556	-5319	-5287	2857	-381	-2109	-6159
-1441	-597	-5097	-1953	2853	-465	-2481	-9789
-1438	-569	-5159	-1260	2900	-415	-2031	-6918
-1475	-507	-4938	-468	2808	-427	-1971	-3405
-1461	-536	-4970	-428	2899	-278	-808	3579
-1493	-498	-4985	-940	2965	-253	-501	7610
-1546	-534	-5130	-1915	2903	-174	138	10732
-1528	-598	-5227	-3195	2836	-177	369	11005
-1551	-650	-5318	-4145	2963	-303	-430	5268
-1499	-575	-5359	-4234	2846	-326	-1448	-3123
-1481	-599	-5194	-2850	2880	-456	-2348	-9830
